site_name,county,state,lat,lng
Orange County BESS Facility #629,Riverside County,CA,33.5318,-117.7833
Maricopa Storage Hub #630,Mohave County,AZ,33.3244,-111.7138
Fulton Grid Node #631,Fulton County,GA,33.811,-84.1479
Mecklenburg Interconnect Point #632,Wake County,NC,35.1057,-80.5642
Erath 138kV Substation Interconnect #633,Eastland County,TX,32.011,-98.0611
Harris Power Grid Gateway #634,Montgomery County,TX,29.7425,-95.1437
Orange County BESS Facility #635,Riverside County,CA,33.7344,-117.4853
Maricopa Storage Hub #636,Maricopa County,AZ,33.0468,-111.9304
Fulton Grid Node #637,Gwinnett County,GA,33.586,-84.5746
Mecklenburg Interconnect Point #638,Guilford County,NC,35.3626,-80.6682
Erath 138kV Substation Interconnect #639,Somervell County,TX,32.0091,-98.2792
Harris Power Grid Gateway #640,Galveston County,TX,29.7604,-95.1564
Orange County BESS Facility #641,Riverside County,CA,33.6845,-117.5888
Maricopa Storage Hub #642,Pima County,AZ,33.6632,-112.0558
Fulton Grid Node #643,Cobb County,GA,33.5158,-84.267
Mecklenburg Interconnect Point #644,Forsyth County,NC,35.3607,-80.6358
Erath 138kV Substation Interconnect #645,Erath County,TX,32.2492,-98.0196
Harris Power Grid Gateway #646,Fort Bend County,TX,29.8779,-95.6419
Orange County BESS Facility #647,Riverside County,CA,34.1689,-117.5601
Maricopa Storage Hub #648,Pinal County,AZ,33.9799,-111.5082
Fulton Grid Node #649,DeKalb County,GA,33.9043,-84.5347
Mecklenburg Interconnect Point #650,Gaston County,NC,35.0855,-80.8635
Erath 138kV Substation Interconnect #651,Hamilton County,TX,32.0294,-98.0582
Harris Power Grid Gateway #652,Chambers County,TX,29.8098,-95.0496
Orange County BESS Facility #653,Riverside County,CA,33.8563,-118.0486
Maricopa Storage Hub #654,Yavapai County,AZ,33.0079,-112.4793
Fulton Grid Node #655,Clayton County,GA,34.0009,-84.483
Mecklenburg Interconnect Point #656,Mecklenburg County,NC,35.0284,-80.9358
Erath 138kV Substation Interconnect #657,Eastland County,TX,32.286,-98.022
Harris Power Grid Gateway #658,Montgomery County,TX,30.1334,-95.5684
Orange County BESS Facility #659,Riverside County,CA,33.7575,-117.5545
Maricopa Storage Hub #660,Mohave County,AZ,33.9246,-112.1123
Fulton Grid Node #661,Fulton County,GA,33.7937,-84.2648
Mecklenburg Interconnect Point #662,Wake County,NC,35.0352,-80.6944
Erath 138kV Substation Interconnect #663,Somervell County,TX,32.4035,-98.068
Harris Power Grid Gateway #664,Galveston County,TX,29.6898,-95.6422
Orange County BESS Facility #665,Riverside County,CA,33.9063,-118.0661
Maricopa Storage Hub #666,Maricopa County,AZ,33.3107,-111.5774
Fulton Grid Node #667,Gwinnett County,GA,34.0924,-84.1859
Mecklenburg Interconnect Point #668,Guilford County,NC,35.2051,-80.5955
Erath 138kV Substation Interconnect #669,Erath County,TX,32.2089,-98.2766
Harris Power Grid Gateway #670,Fort Bend County,TX,29.8385,-95.1683
Orange County BESS Facility #671,Riverside County,CA,33.53,-117.9848
Maricopa Storage Hub #672,Pima County,AZ,33.8802,-112.3312
Fulton Grid Node #673,Cobb County,GA,33.5573,-84.3059
Mecklenburg Interconnect Point #674,Forsyth County,NC,35.1908,-80.4833
Erath 138kV Substation Interconnect #675,Hamilton County,TX,32.2462,-98.363
Harris Power Grid Gateway #676,Chambers County,TX,30.1641,-94.8808
Orange County BESS Facility #677,Riverside County,CA,34.157,-117.8946
Maricopa Storage Hub #678,Pinal County,AZ,33.045,-111.5268
Fulton Grid Node #679,DeKalb County,GA,33.7094,-84.107
Mecklenburg Interconnect Point #680,Gaston County,NC,35.291,-80.8678
Erath 138kV Substation Interconnect #681,Eastland County,TX,32.144,-97.8757
Harris Power Grid Gateway #682,Montgomery County,TX,30.1133,-95.4924
Orange County BESS Facility #683,Riverside County,CA,33.5067,-117.6696
Maricopa Storage Hub #684,Yavapai County,AZ,33.9205,-112.3119
Fulton Grid Node #685,Clayton County,GA,33.8326,-84.5366
Mecklenburg Interconnect Point #686,Mecklenburg County,NC,35.1363,-80.8298
Erath 138kV Substation Interconnect #687,Somervell County,TX,32.1532,-97.8309
Harris Power Grid Gateway #688,Galveston County,TX,29.7874,-95.2261
Orange County BESS Facility #689,Riverside County,CA,33.6373,-117.9605
Maricopa Storage Hub #690,Mohave County,AZ,33.5775,-112.4059
Fulton Grid Node #691,Fulton County,GA,34.0291,-84.1907
Mecklenburg Interconnect Point #692,Wake County,NC,35.2773,-80.7166
Erath 138kV Substation Interconnect #693,Erath County,TX,32.1285,-98.1199
Harris Power Grid Gateway #694,Fort Bend County,TX,29.7006,-95.3642
Orange County BESS Facility #695,Riverside County,CA,33.8212,-117.6321
Maricopa Storage Hub #696,Maricopa County,AZ,33.5153,-111.6407
Fulton Grid Node #697,Gwinnett County,GA,33.6784,-84.5579
Mecklenburg Interconnect Point #698,Guilford County,NC,35.1151,-80.4088
Erath 138kV Substation Interconnect #699,Hamilton County,TX,32.1995,-97.8365
Harris Power Grid Gateway #700,Chambers County,TX,29.8048,-94.8626
Orange County BESS Facility #701,Riverside County,CA,33.8579,-117.2473
Maricopa Storage Hub #702,Pima County,AZ,33.6941,-112.1032
Fulton Grid Node #703,Cobb County,GA,33.9325,-84.3672
Mecklenburg Interconnect Point #704,Forsyth County,NC,35.3365,-80.6101
Erath 138kV Substation Interconnect #705,Eastland County,TX,32.4738,-97.8099
Harris Power Grid Gateway #706,Montgomery County,TX,29.6654,-94.8374
Orange County BESS Facility #707,Riverside County,CA,33.6632,-118.0479
Maricopa Storage Hub #708,Pinal County,AZ,33.1276,-112.0714
Fulton Grid Node #709,DeKalb County,GA,33.5434,-84.4698
Mecklenburg Interconnect Point #710,Gaston County,NC,35.4859,-80.5324
Erath 138kV Substation Interconnect #711,Somervell County,TX,32.3533,-98.0949
Harris Power Grid Gateway #712,Galveston County,TX,29.811,-95.547
Orange County BESS Facility #713,Riverside County,CA,33.5306,-118.1084
Maricopa Storage Hub #714,Yavapai County,AZ,33.5352,-111.6925
Fulton Grid Node #715,Clayton County,GA,33.9152,-84.3266
Mecklenburg Interconnect Point #716,Mecklenburg County,NC,35.445,-80.7983
Erath 138kV Substation Interconnect #717,Erath County,TX,32.1345,-98.0475
Harris Power Grid Gateway #718,Fort Bend County,TX,29.6138,-94.9368
Orange County BESS Facility #719,Riverside County,CA,33.7985,-117.6475
Maricopa Storage Hub #720,Mohave County,AZ,33.4868,-112.4465
Fulton Grid Node #721,Fulton County,GA,33.6644,-84.5674
Mecklenburg Interconnect Point #722,Wake County,NC,35.1135,-80.7912
Erath 138kV Substation Interconnect #723,Hamilton County,TX,32.3161,-97.8635
Harris Power Grid Gateway #724,Chambers County,TX,30.0415,-95.1065
Orange County BESS Facility #725,Riverside County,CA,33.9051,-118.1438
Maricopa Storage Hub #726,Maricopa County,AZ,33.6241,-112.3552
Fulton Grid Node #727,Gwinnett County,GA,33.7584,-84.2356
Mecklenburg Interconnect Point #728,Guilford County,NC,35.398,-80.9356
Erath 138kV Substation Interconnect #729,Eastland County,TX,32.3094,-97.9749
Harris Power Grid Gateway #730,Montgomery County,TX,29.5106,-95.6197
Orange County BESS Facility #731,Riverside County,CA,33.6314,-117.889
Maricopa Storage Hub #732,Pima County,AZ,33.1173,-112.2541
Fulton Grid Node #733,Cobb County,GA,34.0376,-84.4286
Mecklenburg Interconnect Point #734,Forsyth County,NC,35.2271,-80.9192
Erath 138kV Substation Interconnect #735,Somervell County,TX,32.4578,-98.0633
Harris Power Grid Gateway #736,Galveston County,TX,29.7199,-95.1328
Orange County BESS Facility #737,Riverside County,CA,33.6414,-117.5307
Maricopa Storage Hub #738,Pinal County,AZ,33.6469,-112.0137
Fulton Grid Node #739,DeKalb County,GA,33.963,-84.1604
Mecklenburg Interconnect Point #740,Gaston County,NC,35.1318,-80.5159
Erath 138kV Substation Interconnect #741,Erath County,TX,32.3061,-97.8271
Harris Power Grid Gateway #742,Fort Bend County,TX,30.069,-95.6553
Orange County BESS Facility #743,Riverside County,CA,34.1023,-117.2008
Maricopa Storage Hub #744,Yavapai County,AZ,33.3959,-112.2216
Fulton Grid Node #745,Clayton County,GA,34.0276,-84.4719
Mecklenburg Interconnect Point #746,Mecklenburg County,NC,35.2361,-80.8025
Erath 138kV Substation Interconnect #747,Hamilton County,TX,32.0656,-97.9873
Harris Power Grid Gateway #748,Chambers County,TX,30.0654,-94.8964
Orange County BESS Facility #749,Riverside County,CA,34.1026,-117.3563
Maricopa Storage Hub #750,Mohave County,AZ,33.5757,-112.0513
Fulton Grid Node #751,Fulton County,GA,33.5488,-84.4892
Mecklenburg Interconnect Point #752,Wake County,NC,35.439,-80.6554
Erath 138kV Substation Interconnect #753,Eastland County,TX,32.2293,-98.3719
Harris Power Grid Gateway #754,Montgomery County,TX,29.9846,-94.8847
Orange County BESS Facility #755,Riverside County,CA,33.7062,-117.6946
Maricopa Storage Hub #756,Maricopa County,AZ,33.3743,-112.2769
Fulton Grid Node #757,Gwinnett County,GA,33.6983,-84.3834
Mecklenburg Interconnect Point #758,Guilford County,NC,35.4999,-80.664
Erath 138kV Substation Interconnect #759,Somervell County,TX,32.2146,-98.0186
Harris Power Grid Gateway #760,Galveston County,TX,29.5008,-94.8816
Orange County BESS Facility #761,Riverside County,CA,34.1347,-117.9304
Maricopa Storage Hub #762,Pima County,AZ,33.6941,-111.683
Fulton Grid Node #763,Cobb County,GA,33.8349,-84.5736
Mecklenburg Interconnect Point #764,Forsyth County,NC,35.4138,-80.6539
Erath 138kV Substation Interconnect #765,Erath County,TX,32.2928,-98.2025
Harris Power Grid Gateway #766,Fort Bend County,TX,29.5407,-95.1122
Orange County BESS Facility #767,Riverside County,CA,33.6674,-118.1522
Maricopa Storage Hub #768,Pinal County,AZ,33.188,-111.7432
Fulton Grid Node #769,DeKalb County,GA,33.5636,-84.4799
Mecklenburg Interconnect Point #770,Gaston County,NC,35.1293,-80.7673
Erath 138kV Substation Interconnect #771,Hamilton County,TX,32.3152,-98.3304
Harris Power Grid Gateway #772,Chambers County,TX,30.0021,-94.8739
Orange County BESS Facility #773,Riverside County,CA,33.7921,-117.3497
Maricopa Storage Hub #774,Yavapai County,AZ,33.0216,-112.4595
Fulton Grid Node #775,Clayton County,GA,33.6315,-84.2756
Mecklenburg Interconnect Point #776,Mecklenburg County,NC,35.3359,-80.7096
Erath 138kV Substation Interconnect #777,Eastland County,TX,32.494,-98.2984
Harris Power Grid Gateway #778,Montgomery County,TX,29.9367,-95.1088
Orange County BESS Facility #779,Riverside County,CA,34.0901,-117.906
Maricopa Storage Hub #780,Mohave County,AZ,33.1015,-111.925
Fulton Grid Node #781,Fulton County,GA,33.8514,-84.3453
Mecklenburg Interconnect Point #782,Wake County,NC,35.3903,-80.8752
Erath 138kV Substation Interconnect #783,Somervell County,TX,32.2637,-98.4869
Harris Power Grid Gateway #784,Galveston County,TX,30.1363,-94.966
Orange County BESS Facility #785,Riverside County,CA,33.9025,-117.9155
Maricopa Storage Hub #786,Maricopa County,AZ,33.7938,-111.6437
Fulton Grid Node #787,Gwinnett County,GA,33.6246,-84.4626
Mecklenburg Interconnect Point #788,Guilford County,NC,35.2008,-80.9813
Erath 138kV Substation Interconnect #789,Erath County,TX,32.2832,-97.9632
Harris Power Grid Gateway #790,Fort Bend County,TX,30.1761,-95.1607
Orange County BESS Facility #791,Riverside County,CA,33.8863,-117.3355
Maricopa Storage Hub #792,Pima County,AZ,33.386,-111.751
Fulton Grid Node #793,Cobb County,GA,33.7298,-84.5824
Mecklenburg Interconnect Point #794,Forsyth County,NC,35.2902,-80.6998
Erath 138kV Substation Interconnect #795,Hamilton County,TX,32.4636,-98.3024
Harris Power Grid Gateway #796,Chambers County,TX,29.9016,-95.1818
Orange County BESS Facility #797,Riverside County,CA,33.6,-117.2356
Maricopa Storage Hub #798,Pinal County,AZ,33.1489,-111.9857
Fulton Grid Node #799,DeKalb County,GA,33.8693,-84.3218
Mecklenburg Interconnect Point #800,Gaston County,NC,35.288,-80.787
