geo_id,chain,address,city,state,zip,lat,lon,size_sqft,property_type
FRESH-US-OH-0020,Kroger Supermarket,1240 Commerce Way,Columbus,OH,43215,40.01357,-83.00038,52000,Commercial Logistics & Retail
FRESH-US-OH-0021,Target Logistics Hub,1252 Logistics Pkwy,Cincinnati,OH,45202,39.17722,-84.44833,52850,Commercial Logistics & Retail
FRESH-US-OH-0022,Amazon Fulfillment Center,1264 Industrial Blvd,Cleveland,OH,44113,41.43738,-81.66002,53700,Commercial Logistics & Retail
FRESH-US-NC-0023,Home Depot Supply Yard,1276 Tradeport Dr,Charlotte,NC,28202,35.20736,-80.8131,54550,Commercial Logistics & Retail
FRESH-US-NC-0024,Walmart Supercenter,1288 Enterprise Rd,Raleigh,NC,27601,35.72688,-78.67212,55400,Commercial Logistics & Retail
FRESH-US-IL-0025,Costco Wholesale Depot,1300 Technology Way,Chicago,IL,60604,41.8108,-87.5856,56250,Commercial Logistics & Retail
FRESH-US-IL-0026,Publix Distribution Center,1312 Freight Corridor Rd,Joliet,IL,60431,41.57256,-88.04476,57100,Commercial Logistics & Retail
FRESH-US-CO-0027,UPS Global Freight,1324 Corporate Pkwy,Denver,CO,80202,39.69185,-104.98256,57950,Commercial Logistics & Retail
FRESH-US-WA-0028,FedEx Express Terminal,1336 Gateway Blvd,Seattle,WA,98101,47.5748,-122.27018,58800,Commercial Logistics & Retail
FRESH-US-NV-0029,Sysco Cold Storage,1348 Distribution Center Dr,Las Vegas,NV,89101,36.12569,-115.16922,59650,Commercial Logistics & Retail
FRESH-US-TX-0030,Kroger Supermarket,1360 Commerce Way,Houston,TX,77002,29.80201,-95.3567,60500,Commercial Logistics & Retail
FRESH-US-TX-0031,Target Logistics Hub,1372 Logistics Pkwy,Dallas,TX,75201,32.78274,-96.76826,61350,Commercial Logistics & Retail
FRESH-US-TX-0032,Amazon Fulfillment Center,1384 Industrial Blvd,Austin,TX,78701,30.22732,-97.80635,62200,Commercial Logistics & Retail
FRESH-US-TX-0033,Home Depot Supply Yard,1396 Tradeport Dr,San Antonio,TX,78205,29.42675,-98.42385,63050,Commercial Logistics & Retail
FRESH-US-TX-0034,Walmart Supercenter,1408 Enterprise Rd,Fort Worth,TX,76102,32.7111,-97.38374,63900,Commercial Logistics & Retail
FRESH-US-CA-0035,Costco Wholesale Depot,1420 Technology Way,Los Angeles,CA,90012,33.97828,-118.20729,64750,Commercial Logistics & Retail
FRESH-US-CA-0036,Publix Distribution Center,1432 Freight Corridor Rd,Ontario,CA,91761,34.10544,-117.61285,65600,Commercial Logistics & Retail
FRESH-US-CA-0037,UPS Global Freight,1444 Corporate Pkwy,Fremont,CA,94538,37.516,-121.98244,66450,Commercial Logistics & Retail
FRESH-US-CA-0038,FedEx Express Terminal,1456 Gateway Blvd,Stockton,CA,95202,37.9819,-121.32723,67300,Commercial Logistics & Retail
FRESH-US-CA-0039,Sysco Cold Storage,1468 Distribution Center Dr,San Diego,CA,92101,32.73484,-117.13557,68150,Commercial Logistics & Retail
FRESH-US-FL-0040,Kroger Supermarket,1480 Commerce Way,Miami,FL,33130,25.7099,-80.13294,69000,Commercial Logistics & Retail
FRESH-US-FL-0041,Target Logistics Hub,1492 Logistics Pkwy,Orlando,FL,32801,28.52454,-81.44085,69850,Commercial Logistics & Retail
FRESH-US-FL-0042,Amazon Fulfillment Center,1504 Industrial Blvd,Jacksonville,FL,32202,30.32369,-81.65081,70700,Commercial Logistics & Retail
FRESH-US-FL-0043,Home Depot Supply Yard,1516 Tradeport Dr,Tampa,FL,33602,27.91482,-82.42788,71550,Commercial Logistics & Retail
FRESH-US-FL-0044,Walmart Supercenter,1528 Enterprise Rd,Lakeland,FL,33801,28.0631,-82.02101,72400,Commercial Logistics & Retail
FRESH-US-GA-0045,Costco Wholesale Depot,1540 Technology Way,Atlanta,GA,30303,33.79298,-84.35198,73250,Commercial Logistics & Retail
FRESH-US-GA-0046,Publix Distribution Center,1552 Freight Corridor Rd,Savannah,GA,31401,32.12074,-81.11849,74100,Commercial Logistics & Retail
FRESH-US-AZ-0047,UPS Global Freight,1564 Corporate Pkwy,Phoenix,AZ,85003,33.3759,-112.06766,74950,Commercial Logistics & Retail
FRESH-US-AZ-0048,FedEx Express Terminal,1576 Gateway Blvd,Tucson,AZ,85701,32.15283,-111.01493,75800,Commercial Logistics & Retail
FRESH-US-AZ-0049,Sysco Cold Storage,1588 Distribution Center Dr,Goodyear,AZ,85338,33.49463,-112.39401,76650,Commercial Logistics & Retail
FRESH-US-OH-0050,Kroger Supermarket,1600 Commerce Way,Columbus,OH,43215,40.01318,-83.00369,77500,Commercial Logistics & Retail
FRESH-US-OH-0051,Target Logistics Hub,1612 Logistics Pkwy,Cincinnati,OH,45202,39.07153,-84.52729,78350,Commercial Logistics & Retail
FRESH-US-OH-0052,Amazon Fulfillment Center,1624 Industrial Blvd,Cleveland,OH,44113,41.48603,-81.74646,79200,Commercial Logistics & Retail
FRESH-US-NC-0053,Home Depot Supply Yard,1636 Tradeport Dr,Charlotte,NC,28202,35.29845,-80.80427,80050,Commercial Logistics & Retail
FRESH-US-NC-0054,Walmart Supercenter,1648 Enterprise Rd,Raleigh,NC,27601,35.8464,-78.67649,80900,Commercial Logistics & Retail
FRESH-US-IL-0055,Costco Wholesale Depot,1660 Technology Way,Chicago,IL,60604,41.93107,-87.57196,81750,Commercial Logistics & Retail
FRESH-US-IL-0056,Publix Distribution Center,1672 Freight Corridor Rd,Joliet,IL,60431,41.53175,-88.12371,82600,Commercial Logistics & Retail
FRESH-US-CO-0057,UPS Global Freight,1684 Corporate Pkwy,Denver,CO,80202,39.7181,-104.93539,83450,Commercial Logistics & Retail
FRESH-US-WA-0058,FedEx Express Terminal,1696 Gateway Blvd,Seattle,WA,98101,47.58448,-122.30549,84300,Commercial Logistics & Retail
FRESH-US-NV-0059,Sysco Cold Storage,1708 Distribution Center Dr,Las Vegas,NV,89101,36.15521,-115.16203,85150,Commercial Logistics & Retail
FRESH-US-TX-0060,Kroger Supermarket,1720 Commerce Way,Houston,TX,77002,29.75796,-95.44059,86000,Commercial Logistics & Retail
FRESH-US-TX-0061,Target Logistics Hub,1732 Logistics Pkwy,Dallas,TX,75201,32.75474,-96.78412,86850,Commercial Logistics & Retail
FRESH-US-TX-0062,Amazon Fulfillment Center,1744 Industrial Blvd,Austin,TX,78701,30.25551,-97.76362,87700,Commercial Logistics & Retail
FRESH-US-TX-0063,Home Depot Supply Yard,1756 Tradeport Dr,San Antonio,TX,78205,29.43396,-98.53212,88550,Commercial Logistics & Retail
FRESH-US-TX-0064,Walmart Supercenter,1768 Enterprise Rd,Fort Worth,TX,76102,32.81227,-97.30271,89400,Commercial Logistics & Retail
FRESH-US-CA-0065,Costco Wholesale Depot,1780 Technology Way,Los Angeles,CA,90012,34.07619,-118.23562,90250,Commercial Logistics & Retail
FRESH-US-CA-0066,Publix Distribution Center,1792 Freight Corridor Rd,Ontario,CA,91761,33.9901,-117.63681,91100,Commercial Logistics & Retail
FRESH-US-CA-0067,UPS Global Freight,1804 Corporate Pkwy,Fremont,CA,94538,37.53196,-121.94123,91950,Commercial Logistics & Retail
FRESH-US-CA-0068,FedEx Express Terminal,1816 Gateway Blvd,Stockton,CA,95202,37.92917,-121.25272,92800,Commercial Logistics & Retail
FRESH-US-CA-0069,Sysco Cold Storage,1828 Distribution Center Dr,San Diego,CA,92101,32.78643,-117.1528,93650,Commercial Logistics & Retail
FRESH-US-FL-0070,Kroger Supermarket,1840 Commerce Way,Miami,FL,33130,25.70118,-80.17438,94500,Commercial Logistics & Retail
FRESH-US-FL-0071,Target Logistics Hub,1852 Logistics Pkwy,Orlando,FL,32801,28.55768,-81.36798,95350,Commercial Logistics & Retail
FRESH-US-FL-0072,Amazon Fulfillment Center,1864 Industrial Blvd,Jacksonville,FL,32202,30.30138,-81.59199,96200,Commercial Logistics & Retail
FRESH-US-FL-0073,Home Depot Supply Yard,1876 Tradeport Dr,Tampa,FL,33602,27.91115,-82.48063,97050,Commercial Logistics & Retail
FRESH-US-FL-0074,Walmart Supercenter,1888 Enterprise Rd,Lakeland,FL,33801,28.02992,-81.92061,97900,Commercial Logistics & Retail
FRESH-US-GA-0075,Costco Wholesale Depot,1900 Technology Way,Atlanta,GA,30303,33.69188,-84.42407,98750,Commercial Logistics & Retail
FRESH-US-GA-0076,Publix Distribution Center,1912 Freight Corridor Rd,Savannah,GA,31401,32.05091,-81.02559,99600,Commercial Logistics & Retail
FRESH-US-AZ-0077,UPS Global Freight,1924 Corporate Pkwy,Phoenix,AZ,85003,33.49438,-112.03368,100450,Commercial Logistics & Retail
FRESH-US-AZ-0078,FedEx Express Terminal,1936 Gateway Blvd,Tucson,AZ,85701,32.23383,-110.99897,101300,Commercial Logistics & Retail
FRESH-US-AZ-0079,Sysco Cold Storage,1948 Distribution Center Dr,Goodyear,AZ,85338,33.38558,-112.31814,102150,Commercial Logistics & Retail
FRESH-US-OH-0080,Kroger Supermarket,1960 Commerce Way,Columbus,OH,43215,39.95749,-82.98965,103000,Commercial Logistics & Retail
FRESH-US-OH-0081,Target Logistics Hub,1972 Logistics Pkwy,Cincinnati,OH,45202,39.09182,-84.50592,103850,Commercial Logistics & Retail
FRESH-US-OH-0082,Amazon Fulfillment Center,1984 Industrial Blvd,Cleveland,OH,44113,41.50995,-81.64846,104700,Commercial Logistics & Retail
FRESH-US-NC-0083,Home Depot Supply Yard,1996 Tradeport Dr,Charlotte,NC,28202,35.18044,-80.85158,105550,Commercial Logistics & Retail
FRESH-US-NC-0084,Walmart Supercenter,2008 Enterprise Rd,Raleigh,NC,27601,35.70747,-78.64589,106400,Commercial Logistics & Retail
FRESH-US-IL-0085,Costco Wholesale Depot,2020 Technology Way,Chicago,IL,60604,41.87369,-87.68049,107250,Commercial Logistics & Retail
FRESH-US-IL-0086,Publix Distribution Center,2032 Freight Corridor Rd,Joliet,IL,60431,41.51331,-88.1316,108100,Commercial Logistics & Retail
FRESH-US-CO-0087,UPS Global Freight,2044 Corporate Pkwy,Denver,CO,80202,39.75022,-105.00874,108950,Commercial Logistics & Retail
FRESH-US-WA-0088,FedEx Express Terminal,2056 Gateway Blvd,Seattle,WA,98101,47.61947,-122.35093,109800,Commercial Logistics & Retail
FRESH-US-NV-0089,Sysco Cold Storage,2068 Distribution Center Dr,Las Vegas,NV,89101,36.17201,-115.07428,110650,Commercial Logistics & Retail
FRESH-US-TX-0090,Kroger Supermarket,2080 Commerce Way,Houston,TX,77002,29.74605,-95.44454,111500,Commercial Logistics & Retail
FRESH-US-TX-0091,Target Logistics Hub,2092 Logistics Pkwy,Dallas,TX,75201,32.74495,-96.76956,112350,Commercial Logistics & Retail
FRESH-US-TX-0092,Amazon Fulfillment Center,2104 Industrial Blvd,Austin,TX,78701,30.26422,-97.67844,113200,Commercial Logistics & Retail
FRESH-US-TX-0093,Home Depot Supply Yard,2116 Tradeport Dr,San Antonio,TX,78205,29.48856,-98.49831,114050,Commercial Logistics & Retail
FRESH-US-TX-0094,Walmart Supercenter,2128 Enterprise Rd,Fort Worth,TX,76102,32.77656,-97.33559,114900,Commercial Logistics & Retail
FRESH-US-CA-0095,Costco Wholesale Depot,2140 Technology Way,Los Angeles,CA,90012,34.02196,-118.22702,115750,Commercial Logistics & Retail
FRESH-US-CA-0096,Publix Distribution Center,2152 Freight Corridor Rd,Ontario,CA,91761,34.08205,-117.6806,116600,Commercial Logistics & Retail
FRESH-US-CA-0097,UPS Global Freight,2164 Corporate Pkwy,Fremont,CA,94538,37.54438,-121.95794,117450,Commercial Logistics & Retail
FRESH-US-CA-0098,FedEx Express Terminal,2176 Gateway Blvd,Stockton,CA,95202,38.02001,-121.36289,118300,Commercial Logistics & Retail
FRESH-US-CA-0099,Sysco Cold Storage,2188 Distribution Center Dr,San Diego,CA,92101,32.68171,-117.08886,119150,Commercial Logistics & Retail
FRESH-US-FL-0100,Kroger Supermarket,2200 Commerce Way,Miami,FL,33130,25.81203,-80.17488,120000,Commercial Logistics & Retail
