site_id,site_name,latitude,longitude,county,state
dg-tx-21143,Dollar General #21143,31.8891,-102.3241,Ector County,TX
dg-tx-12030,Dollar General #12030,30.5062,-97.6693,Williamson County,TX
dg-tx-15502,Dollar General #15502,30.2064,-95.4165,Montgomery County,TX
dg-tx-17930,Dollar General #17930,30.6854,-96.3691,Brazos County,TX
dg-tx-19301,Dollar General #19301,31.0892,-97.3462,Bell County,TX
dg-tx-16640,Dollar General #16640,29.7171,-98.0795,Comal County,TX
dg-tx-13990,Dollar General #13990,32.7264,-97.7962,Parker County,TX
dg-tx-22204,Dollar General #22204,30.2962,-95.4691,Montgomery County,TX
dg-fl-16840,Dollar General #16840,28.6728,-81.4984,Orange County,FL
dg-fl-19020,Dollar General #19020,27.9839,-82.4164,Hillsborough County,FL
dg-fl-14602,Dollar General #14602,30.4039,-81.7095,Duval County,FL
dg-fl-20410,Dollar General #20410,25.8082,-80.2362,Miami-Dade County,FL
dg-fl-15990,Dollar General #15990,27.8152,-82.6740,Pinellas County,FL
dg-fl-17520,Dollar General #17520,28.0564,-81.9371,Polk County,FL
dg-ga-16030,Dollar General #16030,33.7228,-84.3440,Fulton County,GA
dg-ga-18304,Dollar General #18304,33.4562,-81.9751,Richmond County,GA
dg-ga-14040,Dollar General #14040,32.4339,-84.9562,Muscogee County,GA
dg-ga-19502,Dollar General #19502,32.0671,-81.1195,Chatham County,GA
dg-ga-17310,Dollar General #17310,32.8154,-83.6591,Bibb County,GA
dg-az-16340,Dollar General #16340,33.4708,-112.0164,Maricopa County,AZ
dg-az-19930,Dollar General #19930,32.1862,-110.9628,Pima County,AZ
dg-az-15020,Dollar General #15020,32.8840,-111.7295,Pinal County,AZ
dg-az-17990,Dollar General #17990,35.2064,-114.0160,Mohave County,AZ
dg-ca-18502,Dollar General #18502,34.0339,-118.2406,Los Angeles County,CA
dg-ca-17030,Dollar General #17030,32.7095,-117.1251,San Diego County,CA
dg-ca-19304,Dollar General #19304,33.9562,-117.3840,Riverside County,CA
dg-ca-15501,Dollar General #15501,38.6351,-121.4352,Sacramento County,CA
dg-nc-17420,Dollar General #17420,35.7940,-78.5751,Wake County,NC
dg-nc-19505,Dollar General #19505,35.2451,-80.8740,Mecklenburg County,NC
dg-nc-15920,Dollar General #15920,36.0862,-79.7651,Guilford County,NC
dg-oh-17040,Dollar General #17040,39.9628,-82.9539,Franklin County,OH
dg-oh-18410,Dollar General #18410,41.5239,-81.6551,Cuyahoga County,OH
dg-oh-14930,Dollar General #14930,39.7595,-84.2151,Montgomery County,OH
dg-tx-14521,Dollar General #14521,31.6298,-94.6412,Nacogdoches County,TX
dg-tx-18692,Dollar General #18692,29.7858,-96.1564,Austin County,TX
dg-tx-21243,Dollar General #21243,31.8941,-102.3191,Ector County,TX
dg-tx-12130,Dollar General #12130,30.5112,-97.6643,Williamson County,TX
dg-tx-15602,Dollar General #15602,30.2114,-95.4115,Montgomery County,TX
dg-tx-18030,Dollar General #18030,30.6904,-96.3641,Brazos County,TX
dg-tx-19401,Dollar General #19401,31.0942,-97.3412,Bell County,TX
dg-tx-16740,Dollar General #16740,29.7221,-98.0745,Comal County,TX
dg-tx-14090,Dollar General #14090,32.7314,-97.7912,Parker County,TX
dg-tx-22304,Dollar General #22304,30.3012,-95.4641,Montgomery County,TX
dg-fl-16940,Dollar General #16940,28.6778,-81.4934,Orange County,FL
dg-fl-19120,Dollar General #19120,27.9889,-82.4114,Hillsborough County,FL
dg-fl-14702,Dollar General #14702,30.4089,-81.7045,Duval County,FL
dg-fl-20510,Dollar General #20510,25.8132,-80.2312,Miami-Dade County,FL
dg-fl-16090,Dollar General #16090,27.8202,-82.6690,Pinellas County,FL
dg-fl-17620,Dollar General #17620,28.0614,-81.9321,Polk County,FL
dg-ga-16130,Dollar General #16130,33.7278,-84.3390,Fulton County,GA
dg-ga-18404,Dollar General #18404,33.4612,-81.9701,Richmond County,GA
dg-ga-14140,Dollar General #14140,32.4389,-84.9512,Muscogee County,GA
dg-ga-19602,Dollar General #19602,32.0721,-81.1145,Chatham County,GA
dg-ga-17410,Dollar General #17410,32.8204,-83.6541,Bibb County,GA
dg-az-16440,Dollar General #16440,33.4758,-112.0114,Maricopa County,AZ
dg-az-20030,Dollar General #20030,32.1912,-110.9578,Pima County,AZ
dg-az-15120,Dollar General #15120,32.8890,-111.7245,Pinal County,AZ
dg-az-18090,Dollar General #18090,35.2114,-114.0110,Mohave County,AZ
dg-ca-18602,Dollar General #18602,34.0389,-118.2356,Los Angeles County,CA
dg-ca-17130,Dollar General #17130,32.7145,-117.1201,San Diego County,CA
dg-ca-19404,Dollar General #19404,33.9612,-117.3790,Riverside County,CA
dg-ca-15601,Dollar General #15601,38.6401,-121.4302,Sacramento County,CA
dg-nc-17520,Dollar General #17520,35.7990,-78.5701,Wake County,NC
dg-nc-19605,Dollar General #19605,35.2501,-80.8690,Mecklenburg County,NC
dg-nc-16020,Dollar General #16020,36.0912,-79.7601,Guilford County,NC
dg-oh-17140,Dollar General #17140,39.9678,-82.9489,Franklin County,OH
dg-oh-18510,Dollar General #18510,41.5289,-81.6501,Cuyahoga County,OH
dg-oh-15030,Dollar General #15030,39.7645,-84.2101,Montgomery County,OH
dg-tx-14621,Dollar General #14621,31.6348,-94.6362,Nacogdoches County,TX
dg-tx-18792,Dollar General #18792,29.7908,-96.1514,Austin County,TX
dg-tx-21343,Dollar General #21343,31.8991,-102.3141,Ector County,TX
dg-tx-12230,Dollar General #12230,30.5162,-97.6593,Williamson County,TX
dg-tx-15702,Dollar General #15702,30.2164,-95.4065,Montgomery County,TX
dg-tx-18130,Dollar General #18130,30.6954,-96.3591,Brazos County,TX
dg-tx-19501,Dollar General #19501,31.0992,-97.3362,Bell County,TX
dg-tx-16840,Dollar General #16840,29.7271,-98.0695,Comal County,TX
dg-tx-14190,Dollar General #14190,32.7364,-97.7862,Parker County,TX
dg-tx-22404,Dollar General #22404,30.3062,-95.4591,Montgomery County,TX
dg-fl-17040,Dollar General #17040,28.6828,-81.4884,Orange County,FL
dg-fl-19220,Dollar General #19220,27.9939,-82.4064,Hillsborough County,FL
dg-fl-14802,Dollar General #14802,30.4139,-81.6995,Duval County,FL
dg-fl-20610,Dollar General #20610,25.8182,-80.2262,Miami-Dade County,FL
dg-fl-16190,Dollar General #16190,27.8252,-82.6640,Pinellas County,FL
dg-fl-17720,Dollar General #17720,28.0664,-81.9271,Polk County,FL
dg-ga-16230,Dollar General #16230,33.7328,-84.3340,Fulton County,GA
dg-ga-18504,Dollar General #18504,33.4662,-81.9651,Richmond County,GA
dg-ga-14240,Dollar General #14240,32.4439,-84.9462,Muscogee County,GA
dg-ga-19702,Dollar General #19702,32.0771,-81.1095,Chatham County,GA
dg-ga-17510,Dollar General #17510,32.8254,-83.6491,Bibb County,GA
dg-az-16540,Dollar General #16540,33.4808,-112.0064,Maricopa County,AZ
dg-az-20130,Dollar General #20130,32.1962,-110.9528,Pima County,AZ
dg-az-15220,Dollar General #15220,32.8940,-111.7195,Pinal County,AZ
dg-az-18190,Dollar General #18190,35.2164,-114.0060,Mohave County,AZ
dg-ca-18702,Dollar General #18702,34.0439,-118.2306,Los Angeles County,CA
dg-ca-17230,Dollar General #17230,32.7195,-117.1151,San Diego County,CA
dg-ca-19504,Dollar General #19504,33.9662,-117.3740,Riverside County,CA
dg-ca-15701,Dollar General #15701,38.6451,-121.4252,Sacramento County,CA
dg-nc-17620,Dollar General #17620,35.8040,-78.5651,Wake County,NC
dg-nc-19705,Dollar General #19705,35.2551,-80.8640,Mecklenburg County,NC
dg-nc-16120,Dollar General #16120,36.0962,-79.7551,Guilford County,NC
dg-oh-17240,Dollar General #17240,39.9728,-82.9439,Franklin County,OH
dg-oh-18610,Dollar General #18610,41.5339,-81.6451,Cuyahoga County,OH
dg-oh-15130,Dollar General #15130,39.7695,-84.2051,Montgomery County,OH
dg-tx-14721,Dollar General #14721,31.6398,-94.6312,Nacogdoches County,TX
dg-tx-18892,Dollar General #18892,29.7958,-96.1464,Austin County,TX
dg-tx-21443,Dollar General #21443,31.9041,-102.3091,Ector County,TX
dg-tx-12330,Dollar General #12330,30.5212,-97.6543,Williamson County,TX
dg-tx-15802,Dollar General #15802,30.2214,-95.4015,Montgomery County,TX
dg-tx-18230,Dollar General #18230,30.7004,-96.3541,Brazos County,TX
dg-tx-19601,Dollar General #19601,31.1042,-97.3312,Bell County,TX
dg-tx-16940,Dollar General #16940,29.7321,-98.0645,Comal County,TX
dg-tx-14290,Dollar General #14290,32.7414,-97.7812,Parker County,TX
dg-tx-22504,Dollar General #22504,30.3112,-95.4541,Montgomery County,TX
dg-fl-17140,Dollar General #17140,28.6878,-81.4834,Orange County,FL
dg-fl-19320,Dollar General #19320,27.9989,-82.4014,Hillsborough County,FL
dg-fl-14902,Dollar General #14902,30.4189,-81.6945,Duval County,FL
dg-fl-20710,Dollar General #20710,25.8232,-80.2212,Miami-Dade County,FL
dg-fl-16290,Dollar General #16290,27.8302,-82.6590,Pinellas County,FL
dg-fl-17820,Dollar General #17820,28.0714,-81.9221,Polk County,FL
dg-ga-16330,Dollar General #16330,33.7378,-84.3290,Fulton County,GA
dg-ga-18604,Dollar General #18604,33.4712,-81.9601,Richmond County,GA
dg-ga-14340,Dollar General #14340,32.4489,-84.9412,Muscogee County,GA
dg-ga-19802,Dollar General #19802,32.0821,-81.1045,Chatham County,GA
dg-ga-17610,Dollar General #17610,32.8304,-83.6441,Bibb County,GA
dg-az-16640,Dollar General #16640,33.4858,-112.0014,Maricopa County,AZ
dg-az-20230,Dollar General #20230,32.2012,-110.9478,Pima County,AZ
dg-az-15320,Dollar General #15320,32.8990,-111.7145,Pinal County,AZ
dg-az-18290,Dollar General #18290,35.2214,-114.0010,Mohave County,AZ
dg-ca-18802,Dollar General #18802,34.0489,-118.2256,Los Angeles County,CA
dg-ca-17330,Dollar General #17330,32.7245,-117.1101,San Diego County,CA
dg-ca-19604,Dollar General #19604,33.9712,-117.3690,Riverside County,CA
dg-ca-15801,Dollar General #15801,38.6501,-121.4202,Sacramento County,CA
dg-nc-17720,Dollar General #17720,35.8090,-78.5601,Wake County,NC
dg-nc-19805,Dollar General #19805,35.2601,-80.8590,Mecklenburg County,NC
dg-nc-16220,Dollar General #16220,36.1012,-79.7501,Guilford County,NC
dg-oh-17340,Dollar General #17340,39.9778,-82.9389,Franklin County,OH
dg-oh-18710,Dollar General #18710,41.5389,-81.6401,Cuyahoga County,OH
dg-oh-15230,Dollar General #15230,39.7745,-84.2001,Montgomery County,OH
dg-tx-14821,Dollar General #14821,31.6448,-94.6262,Nacogdoches County,TX
dg-tx-18992,Dollar General #18992,29.8008,-96.1414,Austin County,TX
dg-tx-21543,Dollar General #21543,31.9091,-102.3041,Ector County,TX
dg-tx-12430,Dollar General #12430,30.5262,-97.6493,Williamson County,TX
dg-tx-15902,Dollar General #15902,30.2264,-95.3965,Montgomery County,TX
dg-tx-18330,Dollar General #18330,30.7054,-96.3491,Brazos County,TX
dg-tx-19701,Dollar General #19701,31.1092,-97.3262,Bell County,TX
dg-tx-17040,Dollar General #17040,29.7371,-98.0595,Comal County,TX
dg-tx-14390,Dollar General #14390,32.7464,-97.7762,Parker County,TX
dg-tx-22604,Dollar General #22604,30.3162,-95.4491,Montgomery County,TX
dg-fl-17240,Dollar General #17240,28.6928,-81.4784,Orange County,FL
dg-fl-19420,Dollar General #19420,28.0039,-82.3964,Hillsborough County,FL
dg-fl-15002,Dollar General #15002,30.4239,-81.6895,Duval County,FL
dg-fl-20810,Dollar General #20810,25.8282,-80.2162,Miami-Dade County,FL
dg-fl-16390,Dollar General #16390,27.8352,-82.6540,Pinellas County,FL
dg-fl-17920,Dollar General #17920,28.0764,-81.9171,Polk County,FL
dg-ga-16430,Dollar General #16430,33.7428,-84.3240,Fulton County,GA
dg-ga-18704,Dollar General #18704,33.4762,-81.9551,Richmond County,GA
dg-ga-14440,Dollar General #14440,32.4539,-84.9362,Muscogee County,GA
dg-ga-19902,Dollar General #19902,32.0871,-81.0995,Chatham County,GA
dg-ga-17710,Dollar General #17710,32.8354,-83.6391,Bibb County,GA
dg-az-16740,Dollar General #16740,33.4908,-111.9964,Maricopa County,AZ
dg-az-20330,Dollar General #20330,32.2062,-110.9428,Pima County,AZ
dg-az-15420,Dollar General #15420,32.9040,-111.7095,Pinal County,AZ
dg-az-18390,Dollar General #18390,35.2264,-113.9960,Mohave County,AZ
dg-ca-18902,Dollar General #18902,34.0539,-118.2206,Los Angeles County,CA
dg-ca-17430,Dollar General #17430,32.7295,-117.1051,San Diego County,CA
dg-ca-19704,Dollar General #19704,33.9762,-117.3640,Riverside County,CA
dg-ca-15901,Dollar General #15901,38.6551,-121.4152,Sacramento County,CA
dg-nc-17820,Dollar General #17820,35.8140,-78.5551,Wake County,NC
dg-nc-19905,Dollar General #19905,35.2651,-80.8540,Mecklenburg County,NC
dg-nc-16320,Dollar General #16320,36.1062,-79.7451,Guilford County,NC
dg-oh-17440,Dollar General #17440,39.9828,-82.9339,Franklin County,OH
dg-oh-18810,Dollar General #18810,41.5439,-81.6351,Cuyahoga County,OH
dg-oh-15330,Dollar General #15330,39.7795,-84.1951,Montgomery County,OH
dg-tx-14921,Dollar General #14921,31.6498,-94.6212,Nacogdoches County,TX
dg-tx-19092,Dollar General #19092,29.8058,-96.1364,Austin County,TX
dg-tx-21643,Dollar General #21643,31.9141,-102.2991,Ector County,TX
dg-tx-12530,Dollar General #12530,30.5312,-97.6443,Williamson County,TX
dg-tx-16002,Dollar General #16002,30.2314,-95.3915,Montgomery County,TX
dg-tx-18430,Dollar General #18430,30.7104,-96.3441,Brazos County,TX
dg-tx-19801,Dollar General #19801,31.1142,-97.3212,Bell County,TX
dg-tx-17140,Dollar General #17140,29.7421,-98.0545,Comal County,TX
dg-tx-14490,Dollar General #14490,32.7514,-97.7712,Parker County,TX
dg-tx-22704,Dollar General #22704,30.3212,-95.4441,Montgomery County,TX
dg-fl-17340,Dollar General #17340,28.6978,-81.4734,Orange County,FL
dg-fl-19520,Dollar General #19520,28.0089,-82.3914,Hillsborough County,FL
dg-fl-15102,Dollar General #15102,30.4289,-81.6845,Duval County,FL
dg-fl-20910,Dollar General #20910,25.8332,-80.2112,Miami-Dade County,FL
dg-fl-16490,Dollar General #16490,27.8402,-82.6490,Pinellas County,FL
dg-fl-18020,Dollar General #18020,28.0814,-81.9121,Polk County,FL
dg-ga-16530,Dollar General #16530,33.7478,-84.3190,Fulton County,GA
dg-ga-18804,Dollar General #18804,33.4812,-81.9501,Richmond County,GA
dg-ga-14540,Dollar General #14540,32.4589,-84.9312,Muscogee County,GA
dg-ga-20002,Dollar General #20002,32.0921,-81.0945,Chatham County,GA
dg-ga-17810,Dollar General #17810,32.8404,-83.6341,Bibb County,GA
dg-az-16840,Dollar General #16840,33.4958,-111.9914,Maricopa County,AZ
dg-az-20430,Dollar General #20430,32.2112,-110.9378,Pima County,AZ
dg-az-15520,Dollar General #15520,32.9090,-111.7045,Pinal County,AZ
dg-az-18490,Dollar General #18490,35.2314,-113.9910,Mohave County,AZ
dg-ca-19002,Dollar General #19002,34.0589,-118.2156,Los Angeles County,CA
dg-ca-17530,Dollar General #17530,32.7345,-117.1001,San Diego County,CA
dg-ca-19804,Dollar General #19804,33.9812,-117.3590,Riverside County,CA
dg-ca-16001,Dollar General #16001,38.6601,-121.4102,Sacramento County,CA
dg-nc-17920,Dollar General #17920,35.8190,-78.5501,Wake County,NC
dg-nc-20005,Dollar General #20005,35.2701,-80.8490,Mecklenburg County,NC
dg-nc-16420,Dollar General #16420,36.1112,-79.7401,Guilford County,NC
dg-oh-17540,Dollar General #17540,39.9878,-82.9289,Franklin County,OH
dg-oh-18910,Dollar General #18910,41.5489,-81.6301,Cuyahoga County,OH
dg-oh-15430,Dollar General #15430,39.7845,-84.1901,Montgomery County,OH
dg-tx-15021,Dollar General #15021,31.6548,-94.6162,Nacogdoches County,TX
dg-tx-19192,Dollar General #19192,29.8108,-96.1314,Austin County,TX
dg-tx-21743,Dollar General #21743,31.9191,-102.2941,Ector County,TX
dg-tx-12630,Dollar General #12630,30.5362,-97.6393,Williamson County,TX
dg-tx-16102,Dollar General #16102,30.2364,-95.3865,Montgomery County,TX
