site_name,county,state,lat,lng
"Walmart Supercenter #10001","Mecklenburg County","NC",35.2271,-80.8431
"Target Store #10002","Wake County","NC",35.7796,-78.6382
"Home Depot Hub #10003","Guilford County","NC",36.0726,-79.7910
"Costco Wholesale #10004","Forsyth County","NC",36.0999,-80.2442
"Dollar General Retail #10005","Cumberland County","NC",35.0527,-78.8784
"Sams Club #10006","Durham County","NC",35.9940,-78.8986
"Lowes Store #10007","Buncombe County","NC",35.5951,-82.5515
"Harris Teeter #10008","New Hanover County","NC",34.2257,-77.9447
"Academy Sports #10009","Gaston County","NC",35.2621,-81.1873
"Best Buy #10010","Cabarrus County","NC",35.4107,-80.5795
"Kroger Marketplace #10011","Union County","NC",34.9855,-80.5495
"Dollar General Retail #10012","Johnston County","NC",35.5163,-78.3444
"Target Store #10013","Pitt County","NC",35.6127,-77.3664
"Walmart Supercenter #10014","Onslow County","NC",34.7540,-77.4302
"Home Depot #10015","Iredell County","NC",35.7826,-80.8873
"Costco Wholesale #10016","Davidson County","NC",35.8240,-80.2534
"Target Store #10017","Alamance County","NC",36.0957,-79.4378
"Dollar General Retail #10018","Rowan County","NC",35.6710,-80.4742
"Lowes #10019","Catawba County","NC",35.7344,-81.3444
"Walmart Neighborhood Market #10020","Robeson County","NC",34.6210,-79.0095
"Food Lion #10021","Wayne County","NC",35.3849,-77.9928
"Costco Wholesale #10022","Randolph County","NC",35.7079,-79.8136
"Home Depot #10023","Harnett County","NC",35.3582,-78.8664
"Dollar General Retail #10024","Moore County","NC",35.2007,-79.4678
"Target Store #10025","Rockingham County","NC",36.3532,-79.6739
"Walmart Supercenter #10026","Burke County","NC",35.7454,-81.6854
"Academy Sports #10027","Cleveland County","NC",35.2924,-81.5357
"Kroger Marketplace #10028","Surry County","NC",36.5015,-80.6081
"Best Buy #10029","Wilkes County","NC",36.1557,-81.1523
"Dollar General Retail #10030","Orange County","NC",36.0726,-79.0983
"Walmart Supercenter #10031","Travis County","TX",30.2700,-97.7400
"Target Store #10032","Bexar County","TX",29.4300,-98.4900
"Home Depot Hub #10033","Dallas County","TX",32.7800,-96.7900
"Costco Wholesale #10034","Harris County","TX",29.7700,-95.3600
"Dollar General Retail #10035","Ector County","TX",31.8700,-102.3400
"Sams Club #10036","Tarrant County","TX",32.7600,-97.3300
"Lowes Store #10037","Williamson County","TX",30.5100,-97.6700
"H-E-B Plus! #10038","Bell County","TX",31.1100,-97.3400
"Academy Sports #10039","Brazos County","TX",30.6300,-96.3300
"Best Buy #10040","Collin County","TX",33.0200,-96.6900
"Kroger Marketplace #10041","Denton County","TX",33.2200,-97.1300
"Dollar General Retail #10042","Nueces County","TX",27.8100,-97.3900
"Target Store #10043","Lubbock County","TX",33.5800,-101.8500
"Walmart Supercenter #10044","Midland County","TX",32.0100,-102.0700
"Home Depot #10045","McLennan County","TX",31.5500,-97.1400
"Costco Wholesale #10046","Fort Bend County","TX",29.5700,-95.8100
"Target Store #10047","El Paso County","TX",31.7700,-106.4800
"Dollar General Retail #10048","Tom Green County","TX",31.4700,-100.4300
"Lowes #10049","Smith County","TX",32.3600,-95.3000
"Walmart Neighborhood Market #10050","Galveston County","TX",29.3100,-94.7900
"H-E-B Store #10051","Cameron County","TX",25.9100,-97.4900
"Costco Wholesale #10052","Bexar County","TX",29.4600,-98.5100
"Home Depot #10053","Jefferson County","TX",30.0900,-94.1200
"Dollar General Retail #10054","Taylor County","TX",32.4500,-99.7300
"Target Store #10055","Potter County","TX",35.2300,-101.8300
"Walmart Supercenter #10056","Randall County","TX",34.9900,-101.9100
"Academy Sports #10057","Lubbock County","TX",33.6000,-101.8700
"Kroger Marketplace #10058","Montgomery County","TX",30.3200,-95.4500
"Best Buy #10059","Hidalgo County","TX",26.2100,-98.2300
"Dollar General Retail #10060","Victoria County","TX",28.8100,-96.9900
"Lowes #10061","Bowie County","TX",33.4300,-94.0400
"Walmart Supercenter #10062","Bastrop County","TX",30.1200,-97.3100
"Target Store #10063","Guadalupe County","TX",29.5700,-97.9600
"H-E-B Plus! #10064","Comal County","TX",29.7100,-98.1200
"Costco Wholesale #10065","Collin County","TX",33.0600,-96.7200
"Home Depot #10066","Hays County","TX",29.8900,-97.9400
"Dollar General Retail #10067","Walker County","TX",30.7300,-95.5500
"Sams Club #10068","Lubbock County","TX",33.6100,-101.8800
"Walmart Supercenter #10069","Ellis County","TX",32.3900,-96.8400
"Target Distribution Center #10070","Hidalgo County","TX",26.2300,-98.2500
"Home Depot Hub #10071","Travis County","TX",30.3100,-97.7200
"Costco Wholesale #10072","Harris County","TX",29.8100,-95.4000
"Dollar General Retail #10073","Dallas County","TX",32.8100,-96.8200
"Sams Club #10074","Tarrant County","TX",32.7900,-97.3500
"Lowes Store #10075","Williamson County","TX",30.5300,-97.6900
"H-E-B Plus! #10076","Bexar County","TX",29.4900,-98.4700
"Academy Sports #10077","Bell County","TX",31.1300,-97.3600
"Best Buy #10078","Collin County","TX",33.0400,-96.7100
"Kroger Marketplace #10079","Denton County","TX",33.2400,-97.1500
"Dollar General Retail #10080","Ector County","TX",31.8900,-102.3600
"Walmart Supercenter #10081","Orange County","FL",28.5400,-81.3700
"Target Store #10082","Miami-Dade County","FL",25.7700,-80.1900
"Home Depot Hub #10083","Hillsborough County","FL",27.9600,-82.4500
"Costco Wholesale #10084","Broward County","FL",26.1300,-80.1300
"Dollar General Retail #10085","Palm Beach County","FL",26.7200,-80.0500
"Sams Club #10086","Pinellas County","FL",27.7700,-82.6400
"Lowes Store #10087","Duval County","FL",30.3400,-81.6500
"Publix Supermarket #10088","Polk County","FL",28.0400,-81.9400
"Academy Sports #10089","Lee County","FL",26.6500,-81.8700
"Best Buy #10090","Brevard County","FL",28.4000,-80.6000
"Kroger Marketplace #10091","Volusia County","FL",29.2200,-81.0200
"Dollar General Retail #10092","Pasco County","FL",28.3300,-82.4300
"Target Store #10093","Seminole County","FL",28.7100,-81.2000
"Walmart Supercenter #10094","Sarasota County","FL",27.3400,-82.5300
"Home Depot #10095","Manatee County","FL",27.5000,-82.5700
"Costco Wholesale #10096","Escambia County","FL",30.4300,-87.2100
"Target Store #10097","Marion County","FL",29.1900,-82.1400
"Dollar General Retail #10098","Osceola County","FL",28.3000,-81.4000
"Lowes #10099","St. Lucie County","FL",27.2800,-80.3500
"Walmart Neighborhood Market #10100","Lake County","FL",28.8100,-81.7600
"Publix Store #10101","Alachua County","FL",29.6600,-82.3200
"Costco Wholesale #10102","Leon County","FL",30.4400,-84.2800
"Home Depot #10103","Okaloosa County","FL",30.4300,-86.6100
"Dollar General Retail #10104","Highlands County","FL",27.5000,-81.4400
"Target Store #10105","Hernando County","FL",28.5600,-82.3800
"Walmart Supercenter #10106","Indian River County","FL",27.6400,-80.3900
"Academy Sports #10107","Bay County","FL",30.1800,-85.6600
"Kroger Marketplace #10108","Charlotte County","FL",26.9900,-82.0700
"Best Buy #10109","Citrus County","FL",28.8900,-82.4800
"Dollar General Retail #10110","Clay County","FL",30.0100,-81.7100
"Walmart Supercenter #10111","Fulton County","GA",33.7500,-84.3800
"Target Store #10112","Gwinnett County","GA",33.9600,-84.1200
"Home Depot Hub #10113","Cobb County","GA",33.9600,-84.5400
"Costco Wholesale #10114","DeKalb County","GA",33.7800,-84.2900
"Dollar General Retail #10115","Chatham County","GA",32.0900,-81.0900
"Sams Club #10116","Richmond County","GA",33.4800,-82.0100
"Lowes Store #10117","Muscogee County","GA",32.4700,-84.9800
"Publix Supermarket #10118","Cherokee County","GA",34.2400,-84.4900
"Academy Sports #10119","Forsyth County","GA",34.2100,-84.1400
"Best Buy #1020","Henry County","GA",33.4500,-84.1500
"Kroger Marketplace #1021","Hall County","GA",34.3000,-83.8200
"Dollar General Retail #1022","Houston County","GA",32.6200,-83.6200
"Target Store #1023","Bibb County","GA",32.8500,-83.6300
"Walmart Supercenter #1024","Clayton County","GA",33.5500,-84.3500
"Home Depot #1025","Clarke County","GA",33.9600,-83.3500
"Costco Wholesale #1026","Floyd County","GA",34.2600,-85.1600
"Target Store #1027","Lowndes County","GA",30.8400,-83.2700
"Dollar General Retail #1028","Douglas County","GA",33.7600,-84.7400
"Lowes #1029","Coweta County","GA",33.3900,-84.7900
"Walmart Neighborhood Market #1030","Whitfield County","GA",34.7700,-84.9700
"Walmart Supercenter #1031","Mecklenburg County","NC",35.2300,-80.8400
"Target Store #1032","Wake County","NC",35.7800,-78.6300
"Home Depot Hub #1033","Guilford County","NC",36.0800,-79.7900
"Costco Wholesale #1034","Forsyth County","NC",36.1000,-80.2400
"Dollar General Retail #1035","Cumberland County","NC",35.0600,-78.8700
"Sams Club #1036","Durham County","NC",36.0000,-78.8900
"Lowes Store #1037","Buncombe County","NC",35.6000,-82.5500
"Harris Teeter #1038","New Hanover County","NC",34.2300,-77.9400
"Academy Sports #1039","Gaston County","NC",35.2700,-81.1800
"Best Buy #1040","Cabarrus County","NC",35.4200,-80.5700
"Kroger Marketplace #1041","Union County","NC",34.9900,-80.5400
"Dollar General Retail #1042","Johnston County","NC",35.5200,-78.3400
"Target Store #1043","Pitt County","NC",35.6200,-77.3600
"Walmart Supercenter #1044","Onslow County","NC",34.7600,-77.4300
"Home Depot #1045","Iredell County","NC",35.7900,-80.8800
"Costco Wholesale #1046","Davidson County","NC",35.8300,-80.2500
"Target Store #1047","Alamance County","NC",36.1000,-79.4300
"Dollar General Retail #1048","Rowan County","NC",35.6800,-80.4700
"Lowes #1049","Catawba County","NC",35.7400,-81.3400
"Walmart Neighborhood Market #1050","Robeson County","NC",34.6300,-79.0000
